model,class,psnr,ssim,fsim,lpips
SharpXR,Bacterial,33.97783032175806,0.9176462292671204,0.9375569820404053,0.22489681839942932
SharpXR,Bacterial,33.51593937005609,0.9135155081748962,0.932650089263916,0.23283958435058594
SharpXR,Bacterial,35.25879181309308,0.9276572465896606,0.9348765015602112,0.2373424470424652
SharpXR,Bacterial,35.411126297399164,0.9349648356437683,0.9317995309829712,0.2768491506576538
SharpXR,Bacterial,34.950240994807956,0.9120297431945801,0.9189980626106262,0.2753071188926697
SharpXR,Bacterial,32.66173649566359,0.8923133611679077,0.9198237061500549,0.22078728675842285
SharpXR,Bacterial,35.243331139080205,0.9194121360778809,0.9225115180015564,0.27636265754699707
SharpXR,Bacterial,34.31627544507967,0.9153042435646057,0.9292327165603638,0.2790762186050415
SharpXR,Bacterial,33.092631721361016,0.8886313438415527,0.9156738519668579,0.22514766454696655
SharpXR,Bacterial,33.393115176816664,0.9011030197143555,0.9203469157218933,0.2529605031013489
SharpXR,Bacterial,32.56868106887857,0.8847624659538269,0.9087443351745605,0.26019951701164246
SharpXR,Bacterial,33.89114713210235,0.9129546880722046,0.9228163361549377,0.2744028568267822
SharpXR,Bacterial,33.99389579290928,0.8934510946273804,0.9083043932914734,0.3204151690006256
SharpXR,Bacterial,34.11940939516739,0.8970470428466797,0.9204906821250916,0.2987423539161682
SharpXR,Bacterial,34.29668712489401,0.9178412556648254,0.9305498600006104,0.25978711247444153
SharpXR,Bacterial,32.14310610727796,0.8878121376037598,0.9163967370986938,0.208652064204216
SharpXR,Bacterial,35.884522919706825,0.9283078908920288,0.9315571784973145,0.25857073068618774
SharpXR,Bacterial,35.45612777626448,0.9267441630363464,0.9351993799209595,0.26900941133499146
SharpXR,Bacterial,35.23522896498123,0.9155987501144409,0.9264131784439087,0.2626710534095764
SharpXR,Bacterial,35.39791953495878,0.9282242059707642,0.932629406452179,0.2806147336959839
SharpXR,Bacterial,35.19463979182467,0.924031138420105,0.9267536401748657,0.26481130719184875
SharpXR,Bacterial,33.35029275665876,0.8876335024833679,0.910154402256012,0.2847099304199219
SharpXR,Bacterial,34.44310772098972,0.9028289914131165,0.9161192178726196,0.2925320267677307
SharpXR,Bacterial,34.52568011975641,0.9203283786773682,0.9332278966903687,0.24556732177734375
SharpXR,Bacterial,35.41674881490048,0.9336910843849182,0.9446350932121277,0.22022950649261475
