arm,noise_level,psnr
arm_o_prelu,mid,29.0253
arm_o_prelu,mid,28.9937
arm_o_prelu,mid,31.2315
arm_o_prelu,mid,29.1398
arm_o_prelu,mid,30.24
arm_o_prelu,mid,27.322
arm_o_prelu,mid,28.8101
arm_o_prelu,mid,29.7858
arm_o_prelu,mid,30.4632
arm_o_prelu,mid,29.3178
arm_o_prelu,mid,27.6778
arm_o_prelu,mid,29.3038
arm_o_prelu,mid,30.2953
arm_o_prelu,mid,29.0028
arm_o_prelu,mid,29.0677
arm_o_prelu,mid,27.674
arm_o_prelu,mid,28.6896
arm_o_prelu,mid,28.4493
arm_o_prelu,mid,30.1478
arm_o_prelu,mid,28.6596
arm_o_prelu,mid,29.3431
arm_o_prelu,mid,28.7589
arm_o_prelu,mid,30.3794
arm_o_prelu,mid,29.0613
arm_o_prelu,mid,30.8334
arm_o_prelu,mid,30.0345
arm_o_prelu,mid,29.3631
arm_o_prelu,mid,29.5467
arm_o_prelu,mid,30.2082
arm_o_prelu,mid,29.768
arm_o_prelu,mid,30.4807
arm_o_prelu,mid,30.2975
arm_o_prelu,mid,30.3347
arm_o_prelu,mid,29.0898
arm_o_prelu,mid,30.6089
arm_o_prelu,mid,29.014
arm_o_prelu,mid,29.1803
arm_o_prelu,mid,29.3688
arm_o_prelu,mid,28.2526
arm_o_prelu,mid,28.2986
arm_o_prelu,mid,28.6785
arm_o_prelu,mid,28.556
arm_o_prelu,mid,28.7186
arm_o_prelu,mid,29.0636
arm_o_prelu,mid,29.2189
arm_o_prelu,mid,30.3571
arm_o_prelu,mid,28.895
arm_o_prelu,mid,29.1584
arm_o_prelu,mid,29.3498
arm_o_prelu,mid,28.0989
arm_o_prelu,mid,28.0521
arm_o_prelu,mid,30.1914
arm_o_prelu,mid,29.7527
arm_o_prelu,mid,28.6676
arm_o_prelu,mid,29.5323
arm_o_prelu,mid,30.1345
arm_o_prelu,mid,28.8183
arm_o_prelu,mid,29.0947
arm_o_prelu,mid,29.3255
arm_o_prelu,mid,29.5123
arm_o_prelu,mid,28.5715
arm_o_prelu,mid,30.11
arm_o_prelu,mid,28.4285
arm_o_prelu,mid,30.4625
arm_o_prelu,mid,30.6014
arm_o_prelu,mid,29.6941
arm_o_prelu,mid,28.2458
arm_o_prelu,mid,28.3721
arm_o_prelu,mid,28.2128
arm_o_prelu,mid,29.1253
arm_o_prelu,mid,29.6493
arm_o_prelu,mid,29.5882
arm_o_prelu,mid,28.4978
arm_o_prelu,mid,29.9195
arm_o_prelu,mid,28.2127
arm_o_prelu,mid,26.35
arm_o_prelu,mid,28.4928
arm_o_prelu,mid,30.3878
arm_o_prelu,mid,28.4481
arm_o_prelu,mid,27.9714
arm_o_prelu,mid,29.5782
arm_o_prelu,mid,29.8491
arm_o_prelu,mid,28.15
arm_o_prelu,mid,28.9512
arm_o_prelu,mid,29.0105
arm_o_prelu,mid,29.155
arm_o_prelu,mid,28.4078
arm_o_prelu,mid,30.5606
arm_o_prelu,mid,29.9695
arm_o_prelu,mid,30.1301
arm_o_prelu,mid,29.8736
arm_o_prelu,mid,30.3004
arm_o_prelu,mid,30.0094
arm_o_prelu,mid,29.9158
arm_o_prelu,mid,28.8872
arm_o_prelu,mid,29.6997
arm_o_prelu,mid,28.6759
arm_o_prelu,mid,28.4197
arm_o_prelu,mid,28.7311
arm_o_prelu,mid,28.3164
arm_o_prelu,mid,28.7724
arm_o_prelu,mid,29.9912
arm_o_prelu,mid,29.4635
arm_o_prelu,mid,29.9355
arm_o_prelu,mid,28.8572
arm_o_prelu,mid,29.3517
arm_o_prelu,mid,28.4028
arm_o_prelu,mid,30.0606
arm_o_prelu,mid,30.065
arm_o_prelu,mid,27.9474
arm_o_prelu,mid,27.5149
arm_o_prelu,mid,29.9989
arm_o_prelu,mid,29.3202
arm_o_prelu,mid,28.447
arm_o_prelu,mid,31.8947
arm_o_prelu,mid,31.7409
arm_o_prelu,mid,29.7608
arm_o_prelu,mid,29.0028
arm_o_prelu,mid,29.7905
arm_o_prelu,mid,28.6721
arm_o_prelu,mid,28.3146
arm_o_prelu,mid,29.5011
arm_o_prelu,mid,29.9014
arm_o_prelu,mid,28.8424
arm_o_prelu,mid,30.2016
arm_o_prelu,mid,29.3018
arm_o_prelu,mid,27.9996
arm_o_prelu,mid,29.0797
arm_o_prelu,mid,29.8351
arm_o_prelu,mid,29.2544
arm_o_prelu,mid,29.4188
arm_o_prelu,mid,28.4163
arm_o_prelu,mid,28.6162
arm_o_prelu,mid,28.901
arm_o_prelu,mid,29.7645
arm_o_prelu,mid,28.4196
arm_o_prelu,mid,30.4526
arm_o_prelu,mid,28.7775
arm_o_prelu,mid,30.022
arm_o_prelu,mid,29.4962
arm_o_prelu,mid,29.5519
arm_o_prelu,mid,28.3915
arm_o_prelu,mid,28.759
arm_o_prelu,mid,29.6056
arm_o_prelu,mid,28.6666
arm_o_prelu,mid,28.8557
arm_o_prelu,mid,28.4117
arm_o_prelu,mid,29.8153
arm_o_prelu,mid,30.141
arm_o_prelu,mid,30.2171
arm_o_prelu,mid,29.9243
arm_o_prelu,mid,29.842
arm_o_prelu,mid,29.8132
arm_o_prelu,mid,29.1434
arm_o_prelu,mid,27.5148
arm_o_prelu,mid,28.6588
arm_o_prelu,mid,28.6838
arm_o_prelu,mid,28.054
arm_o_prelu,mid,31.025
arm_o_prelu,mid,29.3767
arm_o_prelu,mid,29.5667
arm_o_prelu,mid,29.4711
arm_o_prelu,mid,29.4968
arm_o_prelu,mid,28.4848
arm_o_prelu,mid,28.2809
arm_o_prelu,mid,29.6718
arm_o_prelu,mid,29.6811
arm_o_prelu,mid,28.5472
arm_o_prelu,mid,28.0634
arm_o_prelu,mid,28.3482
arm_o_prelu,mid,30.7282
arm_o_prelu,mid,29.7286
arm_o_prelu,mid,29.4345
arm_o_prelu,mid,29.8713
arm_o_prelu,mid,29.5002
arm_o_prelu,mid,30.2628
arm_o_prelu,mid,28.4746
arm_o_prelu,mid,28.5031
arm_o_prelu,mid,28.4742
arm_o_prelu,mid,30.1495
arm_o_prelu,mid,30.1947
arm_o_prelu,mid,29.1747
arm_o_prelu,mid,29.6368
arm_o_prelu,mid,28.9962
arm_o_prelu,mid,28.8967
arm_o_prelu,mid,28.4469
arm_o_prelu,mid,30.3229
arm_o_prelu,mid,29.1352
arm_o_prelu,mid,30.1248
arm_p_best,mid,31.5623
arm_p_best,mid,30.3694
arm_p_best,mid,30.5685
arm_p_best,mid,31.2356
arm_p_best,mid,31.2614
arm_p_best,mid,31.6695
arm_p_best,mid,31.5954
arm_p_best,mid,31.4987
arm_p_best,mid,30.005
arm_p_best,mid,30.0444
arm_p_best,mid,30.7111
arm_p_best,mid,30.6114
arm_p_best,mid,31.4967
arm_p_best,mid,32.5353
arm_p_best,mid,32.5998
arm_p_best,mid,30.4833
arm_p_best,mid,31.4914
arm_p_best,mid,30.8782
arm_p_best,mid,30.7169
arm_p_best,mid,31.2285
arm_p_best,mid,32.249
arm_p_best,mid,30.9902
arm_p_best,mid,31.5235
arm_p_best,mid,30.8509
arm_p_best,mid,30.7821
arm_p_best,mid,31.2432
arm_p_best,mid,29.9913
arm_p_best,mid,30.2312
arm_p_best,mid,31.7607
arm_p_best,mid,31.1684
arm_p_best,mid,30.7271
arm_p_best,mid,31.0989
arm_p_best,mid,30.3219
arm_p_best,mid,30.2915
arm_p_best,mid,29.7052
arm_p_best,mid,31.2949
arm_p_best,mid,31.7484
arm_p_best,mid,32.3226
arm_p_best,mid,30.7559
arm_p_best,mid,29.7337
arm_p_best,mid,30.9993
arm_p_best,mid,31.7375
arm_p_best,mid,29.5316
arm_p_best,mid,31.09
arm_p_best,mid,31.1881
arm_p_best,mid,30.5319
arm_p_best,mid,33.1018
arm_p_best,mid,29.9493
arm_p_best,mid,30.6068
arm_p_best,mid,30.6371
arm_p_best,mid,30.2591
arm_p_best,mid,31.6545
arm_p_best,mid,31.2965
arm_p_best,mid,31.0838
arm_p_best,mid,31.4308
arm_p_best,mid,31.7435
arm_p_best,mid,32.6611
arm_p_best,mid,30.9042
arm_p_best,mid,30.7271
arm_p_best,mid,30.7738
arm_p_best,mid,31.6777
arm_p_best,mid,31.5835
arm_p_best,mid,31.2293
arm_p_best,mid,30.7228
arm_p_best,mid,31.1968
arm_p_best,mid,29.4289
arm_p_best,mid,30.121
arm_p_best,mid,30.0278
arm_p_best,mid,30.013
arm_p_best,mid,30.8466
arm_p_best,mid,32.3955
arm_p_best,mid,32.5825
arm_p_best,mid,31.4383
arm_p_best,mid,32.1197
arm_p_best,mid,31.962
arm_p_best,mid,30.6983
arm_p_best,mid,30.6084
arm_p_best,mid,30.328
arm_p_best,mid,31.6069
arm_p_best,mid,30.6439
arm_p_best,mid,32.6488
arm_p_best,mid,31.3337
arm_p_best,mid,30.2025
arm_p_best,mid,30.2945
arm_p_best,mid,30.8065
arm_p_best,mid,33.1032
arm_p_best,mid,30.7488
arm_p_best,mid,31.215
arm_p_best,mid,30.5328
arm_p_best,mid,31.2033
arm_p_best,mid,31.0179
arm_p_best,mid,30.5178
arm_p_best,mid,32.25
arm_p_best,mid,30.4714
arm_p_best,mid,31.1843
arm_p_best,mid,30.6151
arm_p_best,mid,30.3362
arm_p_best,mid,29.9004
arm_p_best,mid,29.8046
arm_p_best,mid,31.0116
arm_p_best,mid,31.1579
arm_p_best,mid,30.2299
arm_p_best,mid,31.3707
arm_p_best,mid,31.4056
arm_p_best,mid,30.3556
arm_p_best,mid,31.5863
arm_p_best,mid,31.2707
arm_p_best,mid,30.8541
arm_p_best,mid,30.4336
arm_p_best,mid,30.8519
arm_p_best,mid,31.3427
arm_p_best,mid,31.6333
arm_p_best,mid,29.7647
arm_p_best,mid,30.4403
arm_p_best,mid,30.8762
arm_p_best,mid,30.4425
arm_p_best,mid,29.9232
arm_p_best,mid,31.4848
arm_p_best,mid,30.5719
arm_p_best,mid,31.9769
arm_p_best,mid,31.1483
arm_p_best,mid,31.5278
arm_p_best,mid,31.2578
arm_p_best,mid,31.4225
arm_p_best,mid,31.174
arm_p_best,mid,30.5539
arm_p_best,mid,31.7823
arm_p_best,mid,30.4195
arm_p_best,mid,30.3184
arm_p_best,mid,31.0907
arm_p_best,mid,31.0613
arm_p_best,mid,30.6964
arm_p_best,mid,29.9835
arm_p_best,mid,30.7943
arm_p_best,mid,31.8717
arm_p_best,mid,31.2896
arm_p_best,mid,30.4636
arm_p_best,mid,30.0928
arm_p_best,mid,31.5267
arm_p_best,mid,29.8004
arm_p_best,mid,30.6461
arm_p_best,mid,31.6179
arm_p_best,mid,30.2421
arm_p_best,mid,31.9559
arm_p_best,mid,30.4152
arm_p_best,mid,30.2866
arm_p_best,mid,30.2412
arm_p_best,mid,30.6264
arm_p_best,mid,31.6593
arm_p_best,mid,30.5602
arm_p_best,mid,31.3238
arm_p_best,mid,30.6185
arm_p_best,mid,30.2313
arm_p_best,mid,30.8312
arm_p_best,mid,32.2548
arm_p_best,mid,30.4961
arm_p_best,mid,30.5781
arm_p_best,mid,31.3218
arm_p_best,mid,30.419
arm_p_best,mid,32.1704
arm_p_best,mid,32.3336
arm_p_best,mid,31.6673
arm_p_best,mid,31.1148
arm_p_best,mid,31.7041
arm_p_best,mid,32.4853
arm_p_best,mid,32.6002
arm_p_best,mid,32.1909
arm_p_best,mid,30.8944
arm_p_best,mid,30.4883
arm_p_best,mid,28.5811
arm_p_best,mid,30.562
arm_p_best,mid,31.1595
arm_p_best,mid,30.9504
arm_p_best,mid,31.006
arm_p_best,mid,31.7135
arm_p_best,mid,31.0852
arm_p_best,mid,31.4371
arm_p_best,mid,30.4333
arm_p_best,mid,30.4523
arm_p_best,mid,30.3427
arm_p_best,mid,29.5211
arm_p_best,mid,31.5804
arm_p_best,mid,31.9824
arm_p_best,mid,31.1266
arm_p_best,mid,30.6627
arm_p_best,mid,31.5168
arm_p_best,mid,30.2598
arm_p_best,mid,31.4598
arm_p_best,mid,31.8724
arm_p_best,mid,31.5236
arm_p_best,mid,30.1379
arm_p_best,mid,31.5783
arm_p_best,mid,32.7932
arm_p_best,mid,30.4313
arm_p_best,mid,30.2436
arm_p_best,mid,30.4317
arm_p_best,mid,31.0545
arm_p_best,mid,30.9569
arm_p_best,mid,31.935
arm_p_best,mid,29.9233
arm_p_best,mid,30.8569
arm_p_best,mid,31.5636
arm_p_best,mid,30.8678
arm_p_best,mid,31.0006
arm_p_best,mid,30.247
arm_p_best,mid,32.3013
arm_p_best,mid,32.4942
arm_p_best,mid,31.8956
arm_p_best,mid,30.6182
arm_p_best,mid,30.3238
arm_p_best,mid,30.8982
arm_p_best,mid,31.0432
arm_p_best,mid,31.6101
arm_p_best,mid,31.0391
arm_p_best,mid,30.9855
arm_p_best,mid,31.2157
arm_p_best,mid,30.3248
arm_p_best,mid,31.7281
arm_p_best,mid,31.1918
arm_p_best,mid,30.5358
arm_p_best,mid,32.4444
arm_p_best,mid,31.2042
arm_p_best,mid,30.8471
arm_p_best,mid,30.7715
arm_p_best,mid,31.2682
arm_p_best,mid,29.6546
arm_p_best,mid,32.168
arm_p_best,mid,30.1825
arm_p_best,mid,32.045
arm_p_best,mid,30.1147
arm_p_best,mid,30.6581
arm_p_best,mid,30.9889
arm_p_best,mid,31.8909
arm_p_best,mid,31.3599
arm_p_best,mid,32.637
arm_p_best,mid,30.8877
arm_p_best,mid,32.3795
arm_p_best,mid,32.3236
arm_p_best,mid,33.5961
arm_p_best,mid,32.1004
arm_p_best,mid,32.5409
arm_p_best,mid,31.7453
arm_p_best,mid,32.5653
arm_p_best,mid,31.89
arm_p_best,mid,30.9959
arm_p_best,mid,31.352
arm_p_best,mid,31.6557
arm_p_best,mid,31.1876
arm_p_best,mid,33.0133
arm_p_best,mid,33.5315
arm_p_best,mid,32.6349
arm_p_best,mid,31.1437
arm_p_best,mid,32.8582
arm_p_best,mid,32.2854
arm_p_best,mid,31.1753
arm_p_best,mid,31.8414
arm_p_best,mid,31.4027
arm_p_best,mid,32.4291
arm_p_best,mid,32.3784
arm_p_best,mid,32.5618
arm_p_best,mid,32.3863
arm_p_best,mid,30.8971
arm_p_best,mid,33.6496
arm_p_best,mid,33.0792
arm_p_best,mid,33.3719
arm_p_best,mid,32.9632
arm_p_best,mid,32.8019
arm_p_best,mid,32.3587
arm_p_best,mid,32.9007
arm_p_best,mid,32.7804
arm_p_best,mid,32.6194
arm_p_best,mid,32.3072
arm_p_best,mid,32.9152
arm_p_best,mid,32.5721
arm_p_best,mid,31.9359
arm_p_best,mid,30.9343
arm_p_best,mid,30.6187
arm_p_best,mid,31.9807
arm_p_best,mid,32.442
arm_p_best,mid,32.2324
arm_p_best,mid,32.9095
arm_p_best,mid,32.1742
arm_p_best,mid,31.7462
arm_p_best,mid,32.6034
arm_p_best,mid,31.4097
arm_p_best,mid,33.6671
arm_p_best,mid,31.4561
arm_p_best,mid,31.602
arm_p_best,mid,32.8297
arm_p_best,mid,31.5855
arm_p_best,mid,33.1459
arm_p_best,mid,32.1262
arm_p_best,mid,31.7553
arm_p_best,mid,33.1906
arm_p_best,mid,32.3403
arm_p_best,mid,31.6611
arm_p_best,mid,32.7747
arm_p_best,mid,32.3032
arm_p_best,mid,30.5013
arm_p_best,mid,30.9358
arm_p_best,mid,30.8516
arm_p_best,mid,30.8108
arm_p_best,mid,31.8245
arm_p_best,mid,31.4074
arm_p_best,mid,32.4281
arm_p_best,mid,33.1902
arm_p_best,mid,32.012
arm_p_best,mid,31.897
arm_p_best,mid,31.6814
arm_p_best,mid,31.5809
arm_p_best,mid,30.3913
arm_p_best,mid,31.8411
arm_p_best,mid,30.785
arm_p_best,mid,32.6667
arm_p_best,mid,31.6206
arm_p_best,mid,33.5366
arm_p_best,mid,32.9417
arm_p_best,mid,32.7867
arm_p_best,mid,32.1876
arm_p_best,mid,32.2964
arm_p_best,mid,32.768
arm_p_best,mid,30.1311
arm_p_best,mid,31.6647
arm_p_best,mid,31.5496
arm_p_best,mid,30.9981
arm_p_best,mid,30.9304
arm_p_best,mid,31.6623
arm_p_best,mid,32.3462
arm_p_best,mid,32.2925
arm_p_best,mid,32.3082
arm_p_best,mid,33.3339
arm_p_best,mid,32.3069
arm_p_best,mid,33.1748
arm_p_best,mid,33.4872
arm_p_best,mid,33.2556
arm_p_best,mid,31.3259
arm_p_best,mid,32.9449
arm_p_best,mid,32.3745
arm_p_best,mid,32.7578
arm_p_best,mid,31.4614
arm_p_best,mid,32.6742
arm_p_best,mid,31.9058
arm_p_best,mid,32.014
arm_p_best,mid,32.5441
arm_p_best,mid,33.1824
arm_p_best,mid,32.1364
arm_p_best,mid,31.4695
arm_p_best,mid,32.7584
arm_p_best,mid,32.1796
arm_p_best,mid,33.3553
arm_p_best,mid,33.5526
arm_p_best,mid,31.1834
arm_p_best,mid,32.7635
arm_p_best,mid,32.0733
arm_p_best,mid,33.3693
arm_p_best,mid,32.9427
arm_p_best,mid,32.4939
arm_p_best,mid,32.6495
arm_p_best,mid,32.8142
arm_p_best,mid,31.9863
arm_p_best,mid,32.0851
arm_p_best,mid,32.8422
arm_p_best,mid,32.7531
arm_p_best,mid,31.3512
arm_p_best,mid,32.9211
arm_p_best,mid,30.2832
arm_p_best,mid,32.5052
arm_p_best,mid,31.7981
arm_p_best,mid,32.4416
arm_p_best,mid,31.1993
arm_p_best,mid,30.1855
arm_p_best,mid,32.2776
arm_p_best,mid,31.8207
arm_p_best,mid,32.3808
arm_p_best,mid,31.5658
arm_p_best,mid,31.9665
arm_p_best,mid,31.3941
arm_p_best,mid,31.9105
arm_p_best,mid,31.6774
arm_p_best,mid,32.018
arm_p_best,mid,32.2914
arm_p_best,mid,30.5947
arm_p_best,mid,31.8654
arm_p_best,mid,31.0995
arm_p_best,mid,30.6793
arm_p_best,mid,30.5802
arm_p_best,mid,32.6463
arm_p_best,mid,32.6369
arm_p_best,mid,31.3303
arm_p_best,mid,30.7413
arm_p_best,mid,32.2931
arm_p_best,mid,31.4129
arm_p_best,mid,32.3152
arm_p_best,mid,32.3279
arm_p_best,mid,32.4485
arm_p_best,mid,32.7883
arm_p_best,mid,31.012
arm_p_best,mid,33.8327
arm_p_best,mid,33.2776
arm_p_best,mid,31.5015
arm_p_best,mid,31.1862
arm_p_best,mid,30.7337
arm_p_best,mid,32.9246
arm_p_best,mid,31.6794
arm_p_best,mid,32.102
arm_p_best,mid,32.1448
arm_p_best,mid,33.5561
arm_p_best,mid,31.966
arm_p_best,mid,32.1017
arm_p_best,mid,31.4036
arm_p_best,mid,30.6487
arm_p_best,mid,31.7892
arm_p_best,mid,32.7446
arm_p_best,mid,30.7945
arm_p_best,mid,32.8976
arm_p_best,mid,32.3527
arm_p_best,mid,33.4259
arm_p_best,mid,32.6935
arm_p_best,mid,32.6717
arm_p_best,mid,31.7993
arm_p_best,mid,32.1482
arm_p_best,mid,31.4241
arm_p_best,mid,31.944
arm_p_best,mid,32.1056
arm_p_best,mid,32.2727
arm_p_best,mid,32.881
arm_p_best,mid,33.9641
arm_p_best,mid,34.0999
arm_p_best,mid,33.449
arm_p_best,mid,31.0987
arm_p_best,mid,32.9339
arm_p_best,mid,33.4133
arm_p_best,mid,32.9022
arm_p_best,mid,31.8163
arm_p_best,mid,32.5195
arm_p_best,mid,31.7911
arm_p_best,mid,31.453
arm_p_best,mid,33.4442
arm_p_best,mid,31.1097
arm_p_best,mid,32.0339
arm_p_best,mid,31.4028
arm_p_best,mid,30.9249
arm_p_best,mid,32.7407
arm_p_best,mid,32.7905
arm_p_best,mid,32.4281
arm_p_best,mid,32.4444
arm_p_best,mid,32.353
arm_p_best,mid,33.0799
arm_p_best,mid,33.0688
arm_p_best,mid,31.2118
arm_p_best,mid,31.6778
arm_p_best,mid,30.7925
arm_p_best,mid,31.621
arm_p_best,mid,32.6815
arm_p_best,mid,31.6911
arm_p_best,mid,32.6927
arm_p_best,mid,30.6701
arm_p_best,mid,33.1464
arm_p_best,mid,33.0648
arm_p_best,mid,33.4785
arm_p_best,mid,31.887
arm_p_best,mid,31.6883
arm_p_best,mid,31.1762
arm_p_best,mid,32.9532
arm_p_best,mid,31.8798
arm_p_best,mid,32.9527
arm_p_best,mid,32.5313
arm_p_best,mid,32.4818
arm_p_best,mid,32.2826
arm_p_best,mid,33.0244
arm_p_best,mid,32.32
arm_p_best,mid,31.429
arm_p_best,mid,31.7102
arm_p_best,mid,30.4976
arm_p_best,mid,31.5791
arm_p_best,mid,30.6307
arm_p_best,mid,31.4421
arm_p_best,mid,31.1958
arm_p_best,mid,31.7362
arm_p_best,mid,32.353
arm_p_best,mid,33.392
arm_p_best,mid,32.0615
arm_p_best,mid,31.3165
arm_p_best,mid,32.5367
arm_p_best,mid,32.0939
arm_p_best,mid,31.8589
arm_p_best,mid,32.8782
arm_p_best,mid,31.9933
arm_p_best,mid,31.0845
arm_p_best,mid,31.8345
arm_p_best,mid,32.7519
arm_p_best,mid,31.9169
arm_p_best,mid,31.1869
arm_p_best,mid,31.9996
arm_p_best,mid,31.7703
arm_p_best,mid,30.8225
arm_p_best,mid,33.0888
arm_p_best,mid,31.4068
arm_p_best,mid,32.8734
arm_p_best,mid,32.6938
arm_p_best,mid,31.3443
arm_p_best,mid,30.5972
arm_p_best,mid,31.3458
arm_p_best,mid,30.778
arm_p_best,mid,31.1148
arm_p_best,mid,32.4321
arm_p_best,mid,31.5712
arm_p_best,mid,30.9758
arm_p_best,mid,33.0746
arm_p_best,mid,30.7004
arm_p_best,mid,29.6285
arm_p_best,mid,30.9943
arm_p_best,mid,32.7839
arm_p_best,mid,30.8135
arm_p_best,mid,30.5354
arm_p_best,mid,32.0577
arm_p_best,mid,32.2155
arm_p_best,mid,30.4292
arm_p_best,mid,30.8599
arm_p_best,mid,32.0146
arm_p_best,mid,32.0755
arm_p_best,mid,31.3752
arm_p_best,mid,32.7986
arm_p_best,mid,32.3828
arm_p_best,mid,33.1979
arm_p_best,mid,32.9642
arm_p_best,mid,32.6896
arm_p_best,mid,32.9545
arm_p_best,mid,32.4936
arm_p_best,mid,30.8409
arm_p_best,mid,31.8068
arm_p_best,mid,31.603
arm_p_best,mid,31.6585
arm_p_best,mid,31.2415
arm_p_best,mid,30.2875
arm_p_best,mid,31.4096
arm_p_best,mid,33.1984
arm_p_best,mid,31.6402
arm_p_best,mid,32.8605
arm_p_best,mid,31.6719
arm_p_best,mid,31.9194
arm_p_best,mid,30.9864
arm_p_best,mid,32.8403
arm_p_best,mid,33.6655
arm_p_best,mid,30.3922
arm_p_best,mid,30.4209
arm_p_best,mid,32.9554
arm_p_best,mid,32.694
arm_p_best,mid,30.8276
arm_p_best,mid,34.2343
arm_p_best,mid,34.4422
arm_p_best,mid,31.8732
arm_p_best,mid,32.0177
arm_p_best,mid,32.7319
arm_p_best,mid,31.7739
arm_p_best,mid,30.6511
arm_p_best,mid,31.5816
arm_p_best,mid,32.2036
arm_p_best,mid,31.4183
arm_p_best,mid,32.867
arm_p_best,mid,33.0714
arm_p_best,mid,30.9656
arm_p_best,mid,31.6171
arm_p_best,mid,32.0405
arm_p_best,mid,31.738
arm_p_best,mid,32.5736
arm_p_best,mid,30.9902
arm_p_best,mid,31.5797
arm_p_best,mid,31.4564
arm_p_best,mid,32.1454
arm_p_best,mid,31.2516
arm_p_best,mid,32.2921
arm_p_best,mid,31.3465
arm_p_best,mid,32.0098
arm_p_best,mid,33.3284
arm_p_best,mid,31.9816
arm_p_best,mid,31.463
arm_p_best,mid,31.1535
arm_p_best,mid,32.857
arm_p_best,mid,31.3406
arm_p_best,mid,31.1497
arm_p_best,mid,31.1844
arm_p_best,mid,31.9609
arm_p_best,mid,32.4475
arm_p_best,mid,33.1407
arm_p_best,mid,33.0902
arm_p_best,mid,32.3507
arm_p_best,mid,32.6842
arm_p_best,mid,31.4121
arm_p_best,mid,29.4494
arm_p_best,mid,31.0837
arm_p_best,mid,30.9219
arm_p_best,mid,30.7972
arm_p_best,mid,33.2742
arm_p_best,mid,32.5703
arm_p_best,mid,32.8883
arm_p_best,mid,32.2659
arm_p_best,mid,32.1941
arm_p_best,mid,30.7451
arm_p_best,mid,30.6851
arm_p_best,mid,32.1951
arm_p_best,mid,32.2799
arm_p_best,mid,31.1416
arm_p_best,mid,31.2877
arm_p_best,mid,31.4027
arm_p_best,mid,33.1188
arm_p_best,mid,32.2668
arm_p_best,mid,32.2261
arm_p_best,mid,33.1052
arm_p_best,mid,32.2154
arm_p_best,mid,32.8794
arm_p_best,mid,31.1176
arm_p_best,mid,30.6404
arm_p_best,mid,31.5634
arm_p_best,mid,32.6704
arm_p_best,mid,32.5457
arm_p_best,mid,32.5683
arm_p_best,mid,31.8896
arm_p_best,mid,31.317
arm_p_best,mid,31.7226
arm_p_best,mid,31.1443
arm_p_best,mid,33.974
arm_p_best,mid,31.7087
arm_p_best,mid,32.7361
ffdnet,high,30.3249
ffdnet,high,29.3164
ffdnet,high,29.9324
ffdnet,high,30.5461
ffdnet,high,30.2123
ffdnet,high,30.5727
ffdnet,high,30.5535
ffdnet,high,30.5713
ffdnet,high,29.1135
ffdnet,high,29.3056
ffdnet,high,30.0033
ffdnet,high,29.9188
ffdnet,high,30.6073
ffdnet,high,31.9521
ffdnet,high,31.3876
ffdnet,high,29.5532
ffdnet,high,30.9686
ffdnet,high,30.1471
ffdnet,high,30.1515
ffdnet,high,30.6754
ffdnet,high,31.5321
ffdnet,high,29.8493
ffdnet,high,30.3567
ffdnet,high,29.5805
ffdnet,high,30.0214
ffdnet,high,30.557
ffdnet,high,29.009
ffdnet,high,28.9777
ffdnet,high,30.8306
ffdnet,high,30.3312
ffdnet,high,29.5721
ffdnet,high,30.1623
ffdnet,high,29.143
ffdnet,high,29.1454
ffdnet,high,28.889
ffdnet,high,30.151
ffdnet,high,30.9635
ffdnet,high,31.3581
ffdnet,high,29.9986
ffdnet,high,28.4766
ffdnet,high,29.989
ffdnet,high,30.8082
ffdnet,high,28.3761
ffdnet,high,30.2285
ffdnet,high,30.1304
ffdnet,high,29.5592
ffdnet,high,32.0509
ffdnet,high,29.1135
ffdnet,high,29.755
ffdnet,high,29.8314
ffdnet,high,29.5641
ffdnet,high,30.574
ffdnet,high,30.071
ffdnet,high,29.8395
ffdnet,high,30.4992
ffdnet,high,30.7761
ffdnet,high,31.5972
ffdnet,high,29.6876
ffdnet,high,29.9423
ffdnet,high,29.973
ffdnet,high,30.8857
ffdnet,high,30.5521
ffdnet,high,29.9098
ffdnet,high,29.6754
ffdnet,high,30.1441
ffdnet,high,28.3903
ffdnet,high,29.1027
ffdnet,high,28.5146
ffdnet,high,28.7979
ffdnet,high,29.6729
ffdnet,high,31.405
ffdnet,high,31.679
ffdnet,high,30.342
ffdnet,high,31.2787
ffdnet,high,31.0298
ffdnet,high,29.3034
ffdnet,high,29.4888
ffdnet,high,29.5873
ffdnet,high,30.6538
ffdnet,high,29.8375
ffdnet,high,31.5365
ffdnet,high,30.5089
ffdnet,high,28.988
ffdnet,high,29.3883
ffdnet,high,29.8268
ffdnet,high,32.0957
ffdnet,high,30.2468
ffdnet,high,30.642
ffdnet,high,29.4027
ffdnet,high,30.4954
ffdnet,high,30.1875
ffdnet,high,29.5976
ffdnet,high,31.4512
ffdnet,high,29.7924
ffdnet,high,30.2651
ffdnet,high,29.5366
ffdnet,high,29.7361
ffdnet,high,29.0301
ffdnet,high,29.2631
ffdnet,high,30.1315
ffdnet,high,30.5682
ffdnet,high,29.4554
ffdnet,high,30.4688
ffdnet,high,30.5603
ffdnet,high,29.6656
ffdnet,high,30.1428
ffdnet,high,30.3155
ffdnet,high,29.9583
ffdnet,high,29.0664
ffdnet,high,29.7257
ffdnet,high,30.4388
ffdnet,high,30.8524
ffdnet,high,28.7116
ffdnet,high,29.3534
ffdnet,high,29.8032
