model,class,psnr,ssim,lpips
A (L2),Bacterial,36.33156233886322,0.9411507844924927,0.25146299600601196
D (NLL+SSIM+FFL),Bacterial,34.888044281878564,0.9224425554275513,0.3234931230545044
H (PP-VAE),Bacterial,34.36146627840094,0.9136831760406494,0.35486605763435364
DnCNN,Bacterial,34.06458424467499,0.9028000831604004,0.32861652970314026
SCUNet,Bacterial,36.47418344680415,0.9421955943107605,0.2480107694864273
A (L2),Bacterial,34.55142495370276,0.917421817779541,0.21423815190792084
D (NLL+SSIM+FFL),Bacterial,33.359204725912754,0.8947179913520813,0.2807135581970215
H (PP-VAE),Bacterial,32.544193842932046,0.8755594491958618,0.3226166367530823
DnCNN,Bacterial,32.8614696411029,0.8785136938095093,0.2875555753707886
SCUNet,Bacterial,34.61799748685754,0.9188010692596436,0.2149425446987152
A (L2),Bacterial,34.44528007925111,0.9243208169937134,0.19909623265266418
D (NLL+SSIM+FFL),Bacterial,33.24659412472221,0.9059836268424988,0.2509085237979889
H (PP-VAE),Bacterial,32.27509081429276,0.8870742321014404,0.31354421377182007
DnCNN,Bacterial,32.538751735483416,0.8892713785171509,0.28250136971473694
SCUNet,Bacterial,34.49484132474246,0.9252987504005432,0.19023454189300537
A (L2),Bacterial,33.47187202327983,0.9001350998878479,0.20570209622383118
D (NLL+SSIM+FFL),Bacterial,32.52536093444007,0.8761881589889526,0.24084141850471497
H (PP-VAE),Bacterial,31.769685307435566,0.8557319641113281,0.28891438245773315
DnCNN,Bacterial,31.821513816531294,0.8536472916603088,0.2680397629737854
SCUNet,Bacterial,33.4545608340143,0.9002346396446228,0.2007310390472412
A (L2),Bacterial,35.397179288892254,0.9244449734687805,0.27379006147384644
D (NLL+SSIM+FFL),Bacterial,34.378664069556834,0.9097506999969482,0.3154720664024353
H (PP-VAE),Bacterial,33.75752517510095,0.8998169898986816,0.3492530286312103
DnCNN,Bacterial,33.771408510073265,0.8950376510620117,0.31221359968185425
SCUNet,Bacterial,35.412783101956926,0.9244514107704163,0.26787441968917847
A (L2),Bacterial,34.19509511454331,0.9136547446250916,0.22744765877723694
D (NLL+SSIM+FFL),Bacterial,32.94439772063825,0.8881756663322449,0.2930581867694855
H (PP-VAE),Bacterial,32.2031756978929,0.8690096735954285,0.34752172231674194
DnCNN,Bacterial,32.40074856997651,0.8697052001953125,0.3248753547668457
SCUNet,Bacterial,34.24167126459897,0.9150216579437256,0.21762260794639587
A (L2),Bacterial,35.29760212438653,0.9230773448944092,0.24912980198860168
D (NLL+SSIM+FFL),Bacterial,34.2842410499283,0.9094167351722717,0.3009833097457886
H (PP-VAE),Bacterial,33.65982669909926,0.900905191898346,0.32542887330055237
DnCNN,Bacterial,33.65533206391637,0.8956523537635803,0.3043506145477295
SCUNet,Bacterial,35.23157307216352,0.9231213927268982,0.2503886818885803
A (L2),Bacterial,34.292213430563365,0.9099557399749756,0.2618182301521301
D (NLL+SSIM+FFL),Bacterial,33.30960679662606,0.893531084060669,0.3070039451122284
H (PP-VAE),Bacterial,32.73447375125873,0.8832371830940247,0.3181394040584564
DnCNN,Bacterial,32.88792309568727,0.8800864219665527,0.310160756111145
SCUNet,Bacterial,34.38845275026512,0.9115732908248901,0.26413851976394653
A (L2),Bacterial,34.53790615848375,0.9030311107635498,0.30717721581459045
D (NLL+SSIM+FFL),Bacterial,33.504713762129626,0.8862134218215942,0.3581998348236084
H (PP-VAE),Bacterial,32.97268427088498,0.8777700066566467,0.378309041261673
DnCNN,Bacterial,32.905021421702216,0.8741084933280945,0.3380085229873657
SCUNet,Bacterial,34.575174521220326,0.9035230875015259,0.30647897720336914
A (L2),Bacterial,35.05482385878021,0.9309016466140747,0.1937050223350525
D (NLL+SSIM+FFL),Bacterial,33.67676542369058,0.9075633883476257,0.2830551862716675
H (PP-VAE),Bacterial,32.80201079064661,0.8936169147491455,0.3292756974697113
DnCNN,Bacterial,32.78937616969454,0.886419415473938,0.3390357196331024
SCUNet,Bacterial,35.23697068727847,0.9324619174003601,0.18874341249465942
A (L2),Bacterial,35.66756413014218,0.923979640007019,0.2518015205860138
D (NLL+SSIM+FFL),Bacterial,34.51556147723376,0.9089739322662354,0.3144337832927704
H (PP-VAE),Bacterial,33.77272049568135,0.8947761654853821,0.348543643951416
DnCNN,Bacterial,33.655610386083865,0.8899984359741211,0.3293275535106659
SCUNet,Bacterial,35.760920122341766,0.9256062507629395,0.24412041902542114
A (L2),Bacterial,34.482157080091994,0.9214420914649963,0.26511305570602417
D (NLL+SSIM+FFL),Bacterial,33.25050744789148,0.9028887748718262,0.3169879913330078
H (PP-VAE),Bacterial,32.77197147597039,0.8933822512626648,0.35188019275665283
DnCNN,Bacterial,32.810614163585456,0.8881484866142273,0.34094566106796265
SCUNet,Bacterial,34.64037498540837,0.9244847893714905,0.2540751099586487
A (L2),Bacterial,33.33755126894588,0.8925221562385559,0.2130635678768158
D (NLL+SSIM+FFL),Bacterial,32.510905219309365,0.8745858073234558,0.24031275510787964
H (PP-VAE),Bacterial,31.905270518326482,0.8599984645843506,0.26576268672943115
DnCNN,Bacterial,31.945289482098747,0.8555892705917358,0.26156505942344666
SCUNet,Bacterial,33.48931910749346,0.8949704170227051,0.20732568204402924
A (L2),Bacterial,33.808034729880255,0.9049702286720276,0.19706621766090393
D (NLL+SSIM+FFL),Bacterial,33.0085901974117,0.8884754776954651,0.21974411606788635
H (PP-VAE),Bacterial,32.349741237739956,0.8747731447219849,0.24168065190315247
DnCNN,Bacterial,32.44281834626865,0.8707945346832275,0.24127230048179626
SCUNet,Bacterial,33.91062774632103,0.9071020483970642,0.19538140296936035
A (L2),Bacterial,31.747761817615014,0.8941418528556824,0.2732532024383545
D (NLL+SSIM+FFL),Bacterial,30.794221328352634,0.8736146092414856,0.3226945400238037
H (PP-VAE),Bacterial,30.160422695003938,0.8589863777160645,0.3559967279434204
DnCNN,Bacterial,30.60623967577611,0.8588964343070984,0.34371417760849
SCUNet,Bacterial,32.15856685789741,0.9008045792579651,0.2569395899772644
A (L2),Bacterial,33.39680084543152,0.9185472130775452,0.24095305800437927
D (NLL+SSIM+FFL),Bacterial,32.34571805008729,0.9035180807113647,0.2814485430717468
H (PP-VAE),Bacterial,31.714331977755165,0.8909081816673279,0.3025321364402771
DnCNN,Bacterial,32.058690734584516,0.8906105756759644,0.29783767461776733
SCUNet,Bacterial,33.49983570153385,0.9206140041351318,0.236088365316391
A (L2),Bacterial,32.27723924618081,0.8823375105857849,0.2265978455543518
D (NLL+SSIM+FFL),Bacterial,31.400481239271933,0.8605167269706726,0.2618102431297302
H (PP-VAE),Bacterial,30.86681494546959,0.8495687246322632,0.2838606834411621
DnCNN,Bacterial,31.212618499296752,0.8482110500335693,0.25875547528266907
SCUNet,Bacterial,32.24220490061562,0.8818199634552002,0.22706454992294312
A (L2),Viral,33.82971012564464,0.9119076728820801,0.24163605272769928
D (NLL+SSIM+FFL),Viral,32.5874944801338,0.8915783166885376,0.3002392649650574
H (PP-VAE),Viral,31.85697766803186,0.8772873878479004,0.3311108946800232
DnCNN,Viral,32.05453547216916,0.8723772168159485,0.3271307349205017
SCUNet,Viral,33.916237307181966,0.9144524335861206,0.23665335774421692
A (L2),Viral,34.292427377982975,0.9230047464370728,0.2055877298116684
D (NLL+SSIM+FFL),Viral,32.87294966708632,0.9012191891670227,0.2744094729423523
H (PP-VAE),Viral,32.02846129073711,0.8819578289985657,0.3167506456375122
DnCNN,Viral,32.13653232116164,0.8773191571235657,0.3070177137851715
SCUNet,Viral,34.32513899359916,0.9229711294174194,0.20260551571846008
A (L2),Viral,34.16832869001829,0.9192421436309814,0.21860292553901672
D (NLL+SSIM+FFL),Viral,32.959685921673994,0.8978328704833984,0.26541683077812195
H (PP-VAE),Viral,32.24210492549127,0.8824704885482788,0.3043951988220215
DnCNN,Viral,32.318311842694,0.8776447772979736,0.2958448529243469
SCUNet,Viral,34.25125994430939,0.9212689399719238,0.2108972668647766
A (L2),Viral,34.70030385663224,0.9166924357414246,0.22685959935188293
D (NLL+SSIM+FFL),Viral,33.57878501756303,0.9009912610054016,0.27284112572669983
H (PP-VAE),Viral,33.003575113420794,0.8904445171356201,0.31324848532676697
DnCNN,Viral,32.93983223133238,0.8842878937721252,0.2901953160762787
SCUNet,Viral,34.844474367911644,0.9186111092567444,0.22216792404651642
A (L2),Viral,35.80924592037648,0.9293963313102722,0.30409717559814453
D (NLL+SSIM+FFL),Viral,34.55492118029279,0.914152979850769,0.34453585743904114
H (PP-VAE),Viral,34.073741925178915,0.9090960621833801,0.3536831736564636
DnCNN,Viral,33.92531371105804,0.897665798664093,0.3370509743690491
SCUNet,Viral,35.96066547884344,0.9314725995063782,0.2947835326194763
A (L2),Viral,34.00369948952297,0.926869809627533,0.259297251701355
D (NLL+SSIM+FFL),Viral,32.8493728395819,0.9119634628295898,0.305522620677948
H (PP-VAE),Viral,32.42176518913086,0.904371440410614,0.3168988823890686
DnCNN,Viral,32.51896429438905,0.8989672660827637,0.3310767412185669
SCUNet,Viral,34.17125449489726,0.9292380213737488,0.24850071966648102
A (L2),Viral,32.7641201658052,0.8825663328170776,0.23698803782463074
D (NLL+SSIM+FFL),Viral,31.996667330972286,0.8658185005187988,0.259345680475235
H (PP-VAE),Viral,31.51216340826953,0.8527664542198181,0.2747777998447418
DnCNN,Viral,31.57174159192558,0.8499302864074707,0.25420600175857544
SCUNet,Viral,32.899548268121265,0.8862214684486389,0.23205013573169708
A (L2),Viral,34.55809636715101,0.9175195693969727,0.25562286376953125
D (NLL+SSIM+FFL),Viral,33.567852114472146,0.903037965297699,0.3122957646846771
H (PP-VAE),Viral,33.05414424658947,0.8945739269256592,0.3441382646560669
DnCNN,Viral,33.23559302558671,0.8883818984031677,0.32152891159057617
SCUNet,Viral,34.719329889995365,0.9201672077178955,0.2482454627752304
A (L2),Viral,33.98581353954852,0.9211363792419434,0.29284971952438354
D (NLL+SSIM+FFL),Viral,33.21293238588585,0.909459114074707,0.34175315499305725
H (PP-VAE),Viral,32.69844831130703,0.9022762775421143,0.3592990040779114
DnCNN,Viral,32.86528544791135,0.8946288228034973,0.349418580532074
SCUNet,Viral,34.2390961614919,0.923172652721405,0.2840401530265808
A (L2),Viral,34.24698266285726,0.911201536655426,0.256150484085083
D (NLL+SSIM+FFL),Viral,33.09435045826924,0.8938815593719482,0.309542179107666
H (PP-VAE),Viral,32.47065315382161,0.8820081949234009,0.33696866035461426
DnCNN,Viral,32.650280432701,0.8771659731864929,0.30287715792655945
SCUNet,Viral,34.39268891981369,0.9122196435928345,0.2540510594844818
A (L2),Viral,34.86943670798942,0.9094619154930115,0.30039846897125244
D (NLL+SSIM+FFL),Viral,33.954361355436866,0.8929794430732727,0.34667372703552246
H (PP-VAE),Viral,33.38635272350985,0.8814949989318848,0.38027462363243103
DnCNN,Viral,33.344510286836396,0.8757970333099365,0.3494390845298767
SCUNet,Viral,35.03071633907557,0.911444902420044,0.2887803614139557
A (L2),Viral,34.96126376356263,0.9163349270820618,0.23497551679611206
D (NLL+SSIM+FFL),Viral,33.638012099751116,0.8934367299079895,0.2871105670928955
H (PP-VAE),Viral,32.8415555471162,0.8735454082489014,0.33619600534439087
DnCNN,Viral,32.86896121487037,0.8731858730316162,0.3000125288963318
SCUNet,Viral,35.00696928932273,0.9170377254486084,0.23125988245010376
A (L2),Viral,33.958256663403986,0.9216225743293762,0.19814512133598328
D (NLL+SSIM+FFL),Viral,32.76957823942293,0.9031122922897339,0.24579022824764252
H (PP-VAE),Viral,31.75463363752053,0.883401095867157,0.3042403757572174
DnCNN,Viral,32.20240620251036,0.881865382194519,0.2707342505455017
SCUNet,Viral,34.0965008638712,0.9231290221214294,0.19183894991874695
A (L2),Viral,34.76754586772542,0.9205436706542969,0.22583216428756714
D (NLL+SSIM+FFL),Viral,33.6033786487869,0.9034185409545898,0.27168431878089905
H (PP-VAE),Viral,32.73036533242805,0.8839774131774902,0.32371532917022705
DnCNN,Viral,32.9126938611079,0.8838990926742554,0.282356321811676
SCUNet,Viral,34.90672918561498,0.9229973554611206,0.21745991706848145
A (L2),Viral,34.090746769518006,0.9051891565322876,0.2764228284358978
D (NLL+SSIM+FFL),Viral,33.179516408575445,0.8909786939620972,0.32928338646888733
H (PP-VAE),Viral,32.83361734897695,0.8828052878379822,0.34601452946662903
DnCNN,Viral,32.89759552230089,0.8799769282341003,0.2998265027999878
SCUNet,Viral,34.31267366917102,0.9087439775466919,0.2671378254890442
A (L2),Viral,33.996164858911776,0.9099296927452087,0.2524382174015045
D (NLL+SSIM+FFL),Viral,32.78196966713153,0.8895701169967651,0.298880934715271
H (PP-VAE),Viral,32.306572012788834,0.8814219832420349,0.30891337990760803
DnCNN,Viral,32.25550302062099,0.8740442991256714,0.28778961300849915
SCUNet,Viral,34.08913224385347,0.9112904667854309,0.2477983832359314
A (L2),Viral,33.88922287115734,0.9090595245361328,0.23327332735061646
D (NLL+SSIM+FFL),Viral,32.555143631544155,0.8819629549980164,0.30338579416275024
H (PP-VAE),Viral,31.68187309827658,0.8597202897071838,0.3671015202999115
DnCNN,Viral,31.80292609667709,0.8592748045921326,0.32157182693481445
SCUNet,Viral,33.858133689781766,0.9075953364372253,0.2325173318386078
A (L2),Viral,34.17940675720478,0.9131855964660645,0.2243354320526123
D (NLL+SSIM+FFL),Viral,33.1208658484676,0.8941059708595276,0.2865328788757324
H (PP-VAE),Viral,32.42332488404122,0.8803120851516724,0.32544440031051636
DnCNN,Viral,32.507779622269325,0.8760294914245605,0.2972325384616852
SCUNet,Viral,34.24352451168663,0.9133363962173462,0.2215614914894104
A (L2),Viral,34.121372797038994,0.90911465883255,0.23452366888523102
D (NLL+SSIM+FFL),Viral,33.09936160990071,0.8896582722663879,0.29131317138671875
H (PP-VAE),Viral,32.300950568656425,0.8729696869850159,0.33323997259140015
DnCNN,Viral,32.35835006114874,0.8681521415710449,0.30893033742904663
SCUNet,Viral,34.22679072895014,0.910741925239563,0.2285955399274826
A (L2),Viral,33.44181619673695,0.9083436727523804,0.21831274032592773
D (NLL+SSIM+FFL),Viral,32.22316731723446,0.8873183727264404,0.28421980142593384
H (PP-VAE),Viral,31.350323103252226,0.865188717842102,0.3246811032295227
DnCNN,Viral,31.580052686967797,0.8639242053031921,0.3141765296459198
SCUNet,Viral,33.52515578374416,0.908778190612793,0.2129509449005127
A (L2),Viral,34.47778883300841,0.9057055115699768,0.28254878520965576
D (NLL+SSIM+FFL),Viral,33.54806744495005,0.8915032148361206,0.31607139110565186
H (PP-VAE),Viral,33.140483927898096,0.8851351737976074,0.31927573680877686
DnCNN,Viral,33.27800634358001,0.8798563480377197,0.27995234727859497
SCUNet,Viral,34.5353590704621,0.9068217873573303,0.28121864795684814
A (L2),Viral,34.0414234903608,0.9264801144599915,0.1858702152967453
D (NLL+SSIM+FFL),Viral,32.613946470727754,0.9081617593765259,0.22905287146568298
H (PP-VAE),Viral,31.907736144996747,0.8949143886566162,0.25604143738746643
DnCNN,Viral,32.3530488670061,0.8913344740867615,0.23993021249771118
SCUNet,Viral,34.230859648518496,0.9281535148620605,0.18151457607746124
A (L2),Viral,34.98113612525833,0.9227979779243469,0.23481208086013794
D (NLL+SSIM+FFL),Viral,34.01881860304715,0.9066422581672668,0.2870566248893738
H (PP-VAE),Viral,33.43864173151336,0.8970391750335693,0.3109741508960724
DnCNN,Viral,33.51439805588618,0.8933888673782349,0.2863837778568268
SCUNet,Viral,35.14480604341141,0.9248212575912476,0.2332450896501541
A (L2),Viral,34.99588036705498,0.9125296473503113,0.23287995159626007
D (NLL+SSIM+FFL),Viral,33.90743032825152,0.891759991645813,0.27913177013397217
H (PP-VAE),Viral,33.39525261620887,0.881301760673523,0.30378788709640503
DnCNN,Viral,33.332062579946175,0.8766157627105713,0.2968512177467346
SCUNet,Viral,35.188900808359136,0.9149472117424011,0.2283356785774231
A (L2),Viral,33.654136566602446,0.8914546966552734,0.2724485993385315
D (NLL+SSIM+FFL),Viral,32.50940025501234,0.8683738708496094,0.33726006746292114
H (PP-VAE),Viral,31.712114319365206,0.849157452583313,0.3811292052268982
DnCNN,Viral,31.971402513907954,0.8524295091629028,0.3351835012435913
SCUNet,Viral,33.66346383828215,0.8928263187408447,0.27014532685279846
A (L2),Viral,33.07079941490484,0.9056399464607239,0.19146011769771576
D (NLL+SSIM+FFL),Viral,31.854797183929712,0.8851258754730225,0.24442368745803833
H (PP-VAE),Viral,31.092349471593582,0.8653400540351868,0.27515238523483276
DnCNN,Viral,31.602387637699877,0.8552112579345703,0.2668890655040741
SCUNet,Viral,33.16794127232753,0.9059551954269409,0.18853135406970978
A (L2),Viral,34.259712227252905,0.9154860377311707,0.21224310994148254
D (NLL+SSIM+FFL),Viral,32.90011213099816,0.8918418288230896,0.2838071584701538
H (PP-VAE),Viral,32.144499266367056,0.8794454336166382,0.31579384207725525
DnCNN,Viral,32.26653027752417,0.8719668984413147,0.3110524117946625
SCUNet,Viral,34.34852105524323,0.9170112013816833,0.20577633380889893
A (L2),Viral,33.72890143628928,0.9182305335998535,0.21677544713020325
D (NLL+SSIM+FFL),Viral,32.10168677550719,0.8966614603996277,0.2653850317001343
H (PP-VAE),Viral,31.392930784027083,0.8818091750144958,0.30237263441085815
DnCNN,Viral,31.969113707070832,0.8797664642333984,0.2822657823562622
SCUNet,Viral,33.89668382625953,0.9210318326950073,0.20319215953350067
A (L2),Viral,33.78973443182035,0.9100582599639893,0.23923499882221222
D (NLL+SSIM+FFL),Viral,32.55862427770781,0.8858280777931213,0.2763229012489319
H (PP-VAE),Viral,31.660869419400434,0.8629785776138306,0.3295537233352661
DnCNN,Viral,31.91390516446581,0.8657698035240173,0.2820171117782593
SCUNet,Viral,33.88586117579306,0.9108833074569702,0.23516687750816345
A (L2),Viral,34.83296978589958,0.9216135740280151,0.21171385049819946
D (NLL+SSIM+FFL),Viral,33.80482633279834,0.9079023003578186,0.24108724296092987
H (PP-VAE),Viral,33.27725896176992,0.8984177112579346,0.27083051204681396
DnCNN,Viral,33.369825193343125,0.8936335444450378,0.23743021488189697
SCUNet,Viral,34.862710560269484,0.9220835566520691,0.2086961716413498
A (L2),Viral,33.87039678403691,0.8997906446456909,0.24582743644714355
D (NLL+SSIM+FFL),Viral,32.589965656881105,0.8719774484634399,0.3026152551174164
H (PP-VAE),Viral,31.92646060260423,0.8536933660507202,0.3490367531776428
DnCNN,Viral,32.065846431961454,0.8541366457939148,0.30799728631973267
SCUNet,Viral,34.11595511447281,0.9034256339073181,0.23895959556102753
A (L2),Viral,32.67556777994265,0.8868798017501831,0.2416524589061737
D (NLL+SSIM+FFL),Viral,31.779439076808345,0.8657172322273254,0.2584989368915558
H (PP-VAE),Viral,31.195510338680602,0.8523218631744385,0.2880118489265442
DnCNN,Viral,31.295825332037012,0.8505388498306274,0.2557772994041443
SCUNet,Viral,32.735778274432015,0.8883141875267029,0.23618310689926147
A (L2),Viral,35.441149445723056,0.9209576845169067,0.27326682209968567
D (NLL+SSIM+FFL),Viral,33.79897073023517,0.8985134959220886,0.34086355566978455
H (PP-VAE),Viral,33.41706288426691,0.8899251222610474,0.3507782220840454
DnCNN,Viral,33.415407512228626,0.8832113742828369,0.30706173181533813
SCUNet,Viral,35.6116582588549,0.922914981842041,0.2674139142036438
A (L2),Viral,33.55006012344014,0.9066164493560791,0.22388455271720886
D (NLL+SSIM+FFL),Viral,32.106669974928586,0.8806571364402771,0.29089033603668213
H (PP-VAE),Viral,31.261254784803747,0.8601261973381042,0.35291117429733276
DnCNN,Viral,31.498517648026002,0.8587486743927002,0.32004982233047485
SCUNet,Viral,33.572511420613125,0.9087582230567932,0.21435827016830444
A (L2),Viral,31.5960151978863,0.8986050486564636,0.22810609638690948
D (NLL+SSIM+FFL),Viral,30.63893842083796,0.8746507167816162,0.26559585332870483
H (PP-VAE),Viral,29.901287197608248,0.856714129447937,0.2892163395881653
DnCNN,Viral,30.341554616588393,0.8555330038070679,0.277798593044281
SCUNet,Viral,31.768714629050066,0.9000994563102722,0.2256866693496704
A (L2),Viral,33.89323766724053,0.9175886511802673,0.19668881595134735
D (NLL+SSIM+FFL),Viral,32.612012349595226,0.8976254463195801,0.2573450207710266
H (PP-VAE),Viral,31.774614609684804,0.8790927529335022,0.3022812306880951
DnCNN,Viral,31.94230545034042,0.8754311203956604,0.3014828860759735
SCUNet,Viral,33.90220089149778,0.9183887243270874,0.19354842603206635
A (L2),Viral,35.88169513126236,0.9273055195808411,0.23752900958061218
D (NLL+SSIM+FFL),Viral,34.374461278043206,0.9078977108001709,0.2838640809059143
H (PP-VAE),Viral,33.8693451664323,0.8977494835853577,0.30824702978134155
DnCNN,Viral,33.649124456892864,0.8906614184379578,0.29880285263061523
SCUNet,Viral,35.93921797618534,0.9284597039222717,0.23025062680244446
A (L2),Viral,33.02077343500562,0.9094451069831848,0.24361571669578552
D (NLL+SSIM+FFL),Viral,31.960207919729967,0.8929522633552551,0.2827839255332947
H (PP-VAE),Viral,31.22617166791489,0.8806583285331726,0.2983070909976959
DnCNN,Viral,31.471277463575703,0.8720540404319763,0.28695765137672424
SCUNet,Viral,33.18570062744022,0.9120739102363586,0.23828434944152832
A (L2),Viral,32.95202985599797,0.9122960567474365,0.19836905598640442
D (NLL+SSIM+FFL),Viral,31.824077765286496,0.8974986672401428,0.23334074020385742
H (PP-VAE),Viral,31.137119919712784,0.8843908309936523,0.26382699608802795
DnCNN,Viral,31.305311707039998,0.8785110116004944,0.26224368810653687
SCUNet,Viral,33.02553241639596,0.913503885269165,0.19264397025108337
A (L2),Viral,34.50702462154131,0.9155770540237427,0.2436528354883194
D (NLL+SSIM+FFL),Viral,33.4673396111572,0.8997998833656311,0.2779473662376404
H (PP-VAE),Viral,32.74964160139159,0.8859372735023499,0.3082254230976105
DnCNN,Viral,32.83234862151921,0.8814554214477539,0.2712417244911194
SCUNet,Viral,34.60998191901427,0.9168190956115723,0.24060234427452087
A (L2),Viral,34.90951978401259,0.9180624485015869,0.23327594995498657
D (NLL+SSIM+FFL),Viral,33.94226397464011,0.9013810753822327,0.2716819941997528
H (PP-VAE),Viral,33.444134178789675,0.8932629227638245,0.28647488355636597
DnCNN,Viral,33.31775826936952,0.8853272795677185,0.2736848294734955
SCUNet,Viral,34.92981811039574,0.9197837114334106,0.22743898630142212
A (L2),Viral,33.44799426888065,0.9060488343238831,0.23710167407989502
D (NLL+SSIM+FFL),Viral,31.93793613057846,0.8818003535270691,0.2996141314506531
H (PP-VAE),Viral,31.081949077885792,0.8620777726173401,0.355448842048645
DnCNN,Viral,31.57189588103151,0.8620448112487793,0.31497570872306824
SCUNet,Viral,33.59542040027162,0.9071802496910095,0.23141619563102722
A (L2),Viral,32.93568748330112,0.8962369561195374,0.19495339691638947
D (NLL+SSIM+FFL),Viral,32.117456170154654,0.8801150918006897,0.22120535373687744
H (PP-VAE),Viral,31.46206509204586,0.8631971478462219,0.25910767912864685
DnCNN,Viral,31.591106071636208,0.8621295690536499,0.2326052039861679
SCUNet,Viral,33.01995299348995,0.8982446193695068,0.1928660273551941
A (L2),Viral,35.32165827044754,0.9413166046142578,0.17801767587661743
D (NLL+SSIM+FFL),Viral,33.84767723916174,0.9286196827888489,0.21258357167243958
H (PP-VAE),Viral,33.01883685406952,0.9195126891136169,0.2352006435394287
DnCNN,Viral,33.6291703922996,0.9160635471343994,0.229975163936615
SCUNet,Viral,35.50764598961773,0.9422005414962769,0.17353320121765137
A (L2),Viral,34.80352565198534,0.9242541193962097,0.2355647087097168
D (NLL+SSIM+FFL),Viral,33.46521721404852,0.9060473442077637,0.28150302171707153
H (PP-VAE),Viral,32.953700317280095,0.8971969485282898,0.29967010021209717
DnCNN,Viral,32.857673780251616,0.8885204195976257,0.2776246666908264
SCUNet,Viral,34.87975369166857,0.9263218641281128,0.23045563697814941
A (L2),Viral,34.41154555056647,0.9272873997688293,0.19400528073310852
D (NLL+SSIM+FFL),Viral,32.83126316849946,0.9103865027427673,0.24762140214443207
H (PP-VAE),Viral,31.943458479189452,0.8975426554679871,0.27953875064849854
DnCNN,Viral,32.60476843867683,0.8942285776138306,0.27301788330078125
SCUNet,Viral,34.576922984827874,0.9287287592887878,0.18840718269348145
A (L2),Viral,34.96325725707947,0.926917314529419,0.21374428272247314
D (NLL+SSIM+FFL),Viral,33.906862227607064,0.9097838997840881,0.2600100040435791
H (PP-VAE),Viral,33.1796951412496,0.8984234929084778,0.28639015555381775
DnCNN,Viral,33.225402725250156,0.8948894143104553,0.25900450348854065
SCUNet,Viral,35.05837521304891,0.9276277422904968,0.20688965916633606
A (L2),Viral,35.407631063416424,0.9248408675193787,0.2562829256057739
D (NLL+SSIM+FFL),Viral,34.03174480062094,0.9073227643966675,0.2882624566555023
H (PP-VAE),Viral,33.38643652418335,0.8963190913200378,0.3008077144622803
DnCNN,Viral,33.440232581458396,0.8891034722328186,0.2554207444190979
SCUNet,Viral,35.59121134558318,0.9261266589164734,0.25285831093788147
A (L2),Viral,35.313422101905935,0.9253186583518982,0.27666908502578735
D (NLL+SSIM+FFL),Viral,34.171250201480476,0.9115062355995178,0.3141946792602539
H (PP-VAE),Viral,33.53631999957021,0.9019997715950012,0.33342644572257996
DnCNN,Viral,33.69460492679727,0.8982247710227966,0.2890298366546631
SCUNet,Viral,35.4994340725822,0.92878258228302,0.2660762369632721
A (L2),Viral,35.32950602906634,0.9287372827529907,0.22210153937339783
D (NLL+SSIM+FFL),Viral,34.118729674169956,0.9149878025054932,0.26347166299819946
H (PP-VAE),Viral,33.65882514116302,0.9062067270278931,0.27847254276275635
DnCNN,Viral,33.54434439117802,0.8988381624221802,0.25639528036117554
SCUNet,Viral,35.368838424678856,0.9299440383911133,0.21888338029384613
A (L2),Viral,34.67038424327792,0.9100432395935059,0.2824552655220032
D (NLL+SSIM+FFL),Viral,33.54389159636882,0.8940927982330322,0.3196498453617096
H (PP-VAE),Viral,33.07762235929145,0.8837357759475708,0.3331192135810852
DnCNN,Viral,33.050743193212014,0.8796265125274658,0.2977602481842041
SCUNet,Viral,34.79320235789816,0.9114685654640198,0.2763344943523407
A (L2),Viral,34.387099922522744,0.9020125269889832,0.3040068745613098
D (NLL+SSIM+FFL),Viral,33.4677353413655,0.8885741233825684,0.34596607089042664
H (PP-VAE),Viral,33.0681942558399,0.8828999996185303,0.3598701059818268
DnCNN,Viral,33.174807350767416,0.8785021305084229,0.31396472454071045
SCUNet,Viral,34.44793044184656,0.90200275182724,0.29247578978538513
A (L2),Viral,34.231249404595985,0.9135068655014038,0.24062052369117737
D (NLL+SSIM+FFL),Viral,33.32176750726767,0.899616003036499,0.2898067235946655
H (PP-VAE),Viral,32.793335451030615,0.8880210518836975,0.3131890296936035
DnCNN,Viral,32.867136639821275,0.884344220161438,0.2911169230937958
SCUNet,Viral,34.361500783463256,0.913516104221344,0.2298380732536316
A (L2),Viral,32.381545845461524,0.8528213500976562,0.273139625787735
D (NLL+SSIM+FFL),Viral,31.621564189688456,0.8314950466156006,0.30749624967575073
H (PP-VAE),Viral,31.08222150621941,0.816581666469574,0.3365667164325714
DnCNN,Viral,31.218799528428832,0.8143434524536133,0.3322928547859192
SCUNet,Viral,32.410198022146545,0.8562406897544861,0.2649356722831726
A (L2),Viral,34.57613984131481,0.9155809879302979,0.2342684268951416
D (NLL+SSIM+FFL),Viral,33.26313667918185,0.8925443291664124,0.3016214370727539
H (PP-VAE),Viral,32.44484455184779,0.8743773102760315,0.34556442499160767
DnCNN,Viral,32.58693629717232,0.8745671510696411,0.3101058304309845
SCUNet,Viral,34.75492515436236,0.9184830188751221,0.23045535385608673
A (L2),Viral,34.32244691036292,0.9246348738670349,0.20651546120643616
D (NLL+SSIM+FFL),Viral,32.94271440625963,0.9091796875,0.2538905739784241
